Distribution Network Service Provider,energy_asset,Zone Substation Name,Zone Substation ID,Zone Substation Area (km2),Dwellings,Persons,Residential,Commercial,Industrial,Primary Production,Education,Hospital/Medical,Transport,Parkland,Water,Other
Essential Energy,ES_723,Eden South,ESH,422,1962,3764,0.039,0,0,0.05,0,0,0,0.808,0,0.102
Essential Energy,ES_726,Euberta,EUB,183,102,303,0.007,0,0,0.962,0,0,0,0.029,0,0.003
Essential Energy,ES_727,Finley,FIN,2305,3556,6852,0.003,0,0.001,0.954,0,0,0,0.04,0,0.002
Essential Energy,ES_732,Brisbane Grove,BRI,1529,1172,1769,0,0,0,0.487,0,0,0,0.14,0.006,0.366
Essential Energy,ES_733,Clinton St,CST,828,3842,7998,0.01,0.002,0,0.953,0.001,0,0,0.006,0.018,0.009
Essential Energy,ES_734,North Goulburn,GBN,1764,6560,14415,0.006,0,0,0.708,0.001,0,0,0.175,0,0.11
Essential Energy,ES_735,Griffith,GFH,43,5612,13487,0.175,0.056,0.031,0.655,0.008,0.002,0,0.073,0,0
Essential Energy,ES_737,Gundagai,GDG,49,864,1745,0.078,0.004,0.002,0.865,0.001,0,0,0.026,0,0.024
Essential Energy,ES_739,Hay 33,HAY,187,1263,2333,0.027,0.014,0,0.88,0.058,0,0,0.02,0,0
Essential Energy,ES_741,Henty,HEN,1445,898,1958,0.002,0,0,0.995,0,0,0,0.003,0,0
Essential Energy,ES_742,Holbrook,HOL,2245,1194,2270,0.001,0,0,0.798,0,0,0,0.201,0,0
Essential Energy,ES_746,Jerilderie,JER,5772,944,1741,0,0,0,0.993,0,0,0,0.003,0.003,0
Essential Energy,ES_752,Kooringal,KOO,242,6243,15505,0.107,0.009,0.001,0.858,0.002,0,0,0.011,0.005,0.008
Essential Energy,ES_754,Leeton,LEE,322,3749,8437,0.06,0.001,0.005,0.889,0.001,0,0,0.045,0,0
Essential Energy,ES_755,Lockhart,LOC,4153,1173,2236,0.002,0,0,0.954,0,0,0,0.03,0.014,0
Essential Energy,ES_757,Moama,MOA,1060,2985,6330,0.01,0.001,0.001,0.782,0,0,0,0.199,0.005,0.002
Essential Energy,ES_760,Murrumbateman,MBM,520,1585,4520,0.034,0,0,0.799,0,0,0,0.004,0,0.162
Essential Energy,ES_761,Pambula,PAM,2591,7156,13120,0.012,0.003,0,0.144,0,0,0,0.768,0,0.073
Essential Energy,ES_763,Oaks Estate,OES,28,8172,16091,0.26,0.026,0.091,0.041,0.008,0.003,0,0.467,0,0.104
Essential Energy,ES_764,Googong Dam,GDM,793,1890,5370,0.035,0,0,0.506,0,0,0,0.169,0.007,0.283
Essential Energy,ES_765,Quira,QUI,675,630,1226,0.004,0,0,0.641,0,0,0,0.355,0,0
Essential Energy,ES_770,Hammond Ave,HAM,19,1339,2844,0.071,0.009,0.157,0.684,0.025,0,0,0.054,0,0
Essential Energy,ES_771,Forest Hill,FHL,126,991,2805,0.028,0.007,0,0.948,0.001,0,0,0.001,0,0.015
Essential Energy,ES_773,Bourkelands,BOU,19,5113,13028,0.775,0.004,0.009,0.147,0.003,0,0,0.06,0,0.002
Essential Energy,ES_775,Uranquinty,UQT,1405,1454,4189,0.015,0,0,0.958,0,0,0,0.024,0,0.002
Essential Energy,ES_776,Tuross,TUR,19,1779,2292,0.174,0,0,0.144,0,0,0,0.125,0.523,0.034
Essential Energy,ES_777,Tumut 66,TMT,1526,3516,7837,0.004,0,0.002,0.601,0,0,0,0.307,0.019,0.067
Essential Energy,ES_778,Tumbarumba,TUM,3986,1459,3202,0.004,0,0,0.367,0,0,0,0.614,0.003,0.012
Essential Energy,ES_780,Tharbogang,THA,355,2463,6481,0.013,0,0.007,0.952,0.001,0,0,0.019,0.009,0
Essential Energy,ES_781,Temora 66,TEM,2230,2564,5550,0.002,0.002,0,0.967,0,0,0,0.027,0,0.002
Essential Energy,ES_790,Cobargo,COB,457,772,1557,0.004,0,0,0.434,0,0,0,0.443,0,0.119
Essential Energy,ES_821,Clearwater Cr,CPM,41,3401,8109,0.103,0,0,0.315,0.004,0,0,0.402,0.034,0.142
Essential Energy,ES_882,Murrumburrah,MRH,1074,1472,2966,0.005,0.001,0,0.991,0,0,0,0.002,0,0.001
Essential Energy,ES_883,Sutton,SUT,502,1151,3145,0.008,0,0,0.696,0,0,0,0.054,0.159,0.083
Essential Energy,ES_884,Woodlawn,WOO,749,523,1203,0,0,0,0.954,0,0,0,0.021,0.017,0.008
Essential Energy,ES_970,Dareton,DTN,15426,1689,3324,0.001,0,0,0.925,0,0,0,0.033,0.041,0
Essential Energy,ES_980,Goddard Lane,GDL,135,2182,5555,0.022,0.021,0.015,0.94,0.001,0,0,0,0,0
Jemena,JE_AW,Airport West,AW,31,19877,48000,0.492,0.081,0.175,0,0.019,0,0.055,0.178,0,0
Jemena,JE_BY,Braybrook,BY,12,10128,24905,0.562,0.064,0.061,0,0.028,0.005,0,0.175,0,0.106
Jemena,JE_CN,Coburg North,CN,21,20826,50365,0.625,0.04,0.151,0,0.022,0.003,0.012,0.14,0.008,0
Jemena,JE_COO,Coolaroo,COO,159,12286,38755,0.145,0.034,0.007,0.598,0.003,0,0,0.097,0.006,0.111
Jemena,JE_CS,Coburg South,CS,15,21180,50973,0.784,0.045,0.046,0,0.038,0,0.011,0.075,0,0
Jemena,JE_ES,Essendon,ES,11,13668,32129,0.741,0.029,0.009,0,0.043,0.004,0.023,0.147,0,0.003
Jemena,JE_FE,Footscray East,FE,7,13139,28768,0.684,0.081,0.017,0,0.032,0.006,0.003,0.177,0,0
Jemena,JE_FF,Fairfield,FF,6,5741,12848,0.51,0.02,0.027,0,0.022,0.012,0.022,0.387,0,0
Jemena,JE_FT,Flemington,FT,8,16085,33624,0.59,0.24,0.063,0,0.021,0,0.013,0.071,0.002,0
Jemena,JE_FW,Footscray West,FW,11,12847,29282,0.554,0.049,0.251,0,0.009,0.003,0.046,0.087,0,0
Jemena,JE_HB,Heidelberg,HB,10,7646,18176,0.643,0.033,0,0,0.024,0.003,0.007,0.29,0,0
Jemena,JE_NH,North Heidelberg,NH,20,18306,42808,0.726,0.013,0.05,0,0.061,0.013,0,0.137,0,0
Jemena,JE_NS,North Essendon,NS,8,9801,22783,0.693,0.053,0,0,0.027,0,0.067,0.16,0,0
Jemena,JE_NT,Newport,NT,12,11404,27067,0.543,0.012,0.114,0,0.029,0.002,0.082,0.201,0.018,0
Jemena,JE_P,Preston,P,2,3282,7741,0.778,0.127,0,0,0.026,0,0.025,0.043,0,0
Jemena,JE_PV,Pascoe Vale,PV,17,17514,42019,0.662,0.018,0.001,0,0.029,0.001,0.093,0.197,0,0
Jemena,JE_SBY,Pascoe Vale,SBY,328,14646,38047,0.201,0.001,0.004,0.717,0.003,0,0,0.068,0,0.006
Jemena,JE_SHM,Sydenham,SHM,100,13401,40436,0.156,0,0.002,0.556,0.003,0,0,0.061,0,0.223
Jemena,JE_ST,Somerton,ST,48,17543,57479,0.416,0.012,0.235,0.151,0.014,0,0.016,0.097,0.013,0.046
Jemena,JE_TH,Tottenham,TH,6,655,1885,0.06,0.007,0.861,0,0.006,0,0.06,0.006,0,0
Jemena,JE_YVE,Yarraville,YVE,6,4395,9472,0.363,0.099,0.26,0,0.027,0,0.05,0.138,0.055,0.007
Powercor,PC_AL,Altona,AL,16,6207,13271,0.266,0.013,0.43,0,0.015,0,0,0.238,0.038,0
Powercor,PC_ART,Ararat,ART,3343,5145,11178,0.011,0,0,0.885,0,0,0,0.094,0.01,0.001
Powercor,PC_BAN,Ballarat North,BAN,2378,28535,59253,0.039,0.001,0.002,0.711,0.001,0,0.002,0.172,0.007,0.065
Powercor,PC_BAS,Ballarat South,BAS,4111,32884,75730,0.033,0,0.002,0.826,0.001,0,0,0.089,0.011,0.039
Powercor,PC_BGO,Bendigo,BGO,1800,15603,34554,0.046,0.001,0.001,0.598,0.001,0,0,0.256,0.017,0.081
Powercor,PC_BMH,Bacchus Marsh,BMH,1110,10264,25806,0.039,0,0.002,0.688,0,0,0.003,0.223,0.006,0.04
Powercor,PC_CDN,Camperdown,CDN,2917,4068,8353,0.008,0,0,0.9,0,0,0,0.028,0.062,0.001
Powercor,PC_CHA,Cohuna,CHA,2964,2930,5896,0.003,0,0,0.87,0,0,0,0.107,0,0.02
Powercor,PC_CLC,Colac,CLC,3964,13506,22034,0.009,0,0.002,0.598,0,0,0,0.262,0.065,0.063
Powercor,PC_CME,Cobram East,CME,802,7692,15436,0.024,0.002,0.007,0.832,0,0,0,0.116,0.012,0.006
Powercor,PC_CMN,Castlemaine,CMN,1256,8758,17992,0.038,0,0,0.375,0,0,0,0.187,0.009,0.39
Powercor,PC_COB,Cobden,COB,502,499,1153,0.003,0.001,0,0.823,0,0,0,0.167,0,0.006
Powercor,PC_CRO,Corio,CRO,331,10059,22641,0.044,0.002,0.011,0.893,0.001,0,0.001,0.044,0,0.005
Powercor,PC_CTN,Charlton,CTN,10821,5938,11157,0.003,0,0,0.957,0,0,0,0.031,0.006,0.004
Powercor,PC_DDL,Drysdale,DDL,367,29255,52512,0.125,0.006,0,0.716,0.002,0,0,0.096,0.015,0.039
Powercor,PC_DLF,Docklands,DLF,4,6468,11015,0.109,0.69,0.088,0,0,0,0.033,0.018,0.062,0
Powercor,PC_ECA,Echuca,ECA,1001,10134,22436,0.02,0.003,0.002,0.894,0,0,0.002,0.039,0,0.038
Powercor,PC_EHK,Eaglehawk,EHK,3323,16604,37233,0.014,0,0.001,0.813,0,0,0.001,0.142,0,0.027
Powercor,PC_GCY,Geelong City,GCY,11,7145,14801,0.555,0.1,0.031,0,0.021,0.007,0.001,0.286,0,0
Powercor,PC_GL,Geelong,GL,1049,24025,55261,0.046,0.001,0.001,0.911,0.001,0,0,0.039,0,0
Powercor,PC_GLE,Geelong East,GLE,101,16115,34631,0.173,0.004,0.132,0.411,0.004,0,0.001,0.081,0.15,0.044
Powercor,PC_GSB,Gisborne,GSB,407,7806,20535,0.294,0.001,0.001,0.46,0.001,0,0,0.165,0.004,0.074
Powercor,PC_HSM,Horsham,HSM,13558,13419,27543,0.003,0,0,0.776,0,0,0,0.191,0.014,0.015
Powercor,PC_HTN,Hamilton,HTN,10764,10002,19940,0.007,0,0,0.83,0,0,0,0.141,0.003,0.018
Powercor,PC_KRT,Koroit,KRT,2120,10819,24303,0.032,0,0.001,0.95,0,0,0,0.008,0.003,0.007
Powercor,PC_KYM,Kyabrym,KYM,1640,6094,13781,0.008,0,0.003,0.971,0,0,0,0.004,0.013,0.001
Powercor,PC_LV,Laverton,LV,236,47844,142132,0.288,0.009,0.036,0.507,0.017,0,0,0.061,0.003,0.079
Powercor,PC_LVN,Laverton Nth,LVN,35,4398,11723,0.103,0,0.643,0,0.002,0,0.005,0.221,0.001,0.025
Powercor,PC_MBN,Merbein,MBN,764,10588,23750,0.025,0.001,0.002,0.672,0,0,0,0.256,0.01,0.034
Powercor,PC_MDA,Mildura,MDA,84,9549,20898,0.235,0.017,0.03,0.403,0.013,0.002,0,0.13,0.016,0.155
Powercor,PC_MLN,Melton,MLN,326,22484,59204,0.122,0.003,0.024,0.656,0.003,0,0,0.071,0.005,0.115
Powercor,PC_MNA,Mooroopna,MNA,913,8424,19337,0.03,0.002,0.002,0.909,0,0,0,0.047,0.008,0.002
Powercor,PC_MRO,Maryborough,MRO,4025,9203,17592,0.012,0,0.001,0.697,0,0,0.001,0.208,0.005,0.076
Powercor,PC_NHL,Nhill,NHL,7428,2900,5369,0.001,0,0,0.907,0,0,0,0.069,0.019,0.004
Powercor,PC_NKA,Numurkah,NKA,2451,6093,13359,0.006,0,0.001,0.834,0,0,0,0.154,0.002,0.002
Powercor,PC_OYN,Ouyen,OYN,18921,2216,3931,0.001,0,0,0.53,0,0,0,0.446,0.015,0.009
Powercor,PC_PLD,Portland,PLD,2916,8227,16258,0.011,0,0.001,0.577,0,0,0,0.389,0,0.022
Powercor,PC_RVL,Robinvale,RVL,339,1503,3506,0.013,0,0,0.748,0,0,0,0.234,0.003,0.001
Powercor,PC_SA,St Albans,SA,40,32676,92214,0.713,0.031,0.005,0.014,0.037,0,0,0.143,0,0.056
Powercor,PC_SHL,Swan Hill,SHL,3650,7130,15831,0.009,0.001,0.001,0.951,0,0,0,0.02,0.019,0
Powercor,PC_SHN,Shepparton Nth,SHN,640,8920,21084,0.019,0.021,0.003,0.923,0.005,0,0,0.028,0,0.001
Powercor,PC_SHP,Stanhope,SHP,1852,4023,8140,0.005,0,0,0.837,0,0,0,0.098,0.027,0.033
Powercor,PC_SSE,Sunshine East,SSE,23,15969,43036,0.51,0.036,0.298,0,0.03,0.007,0.02,0.099,0,0
Powercor,PC_STL,Stawell,STL,4580,5292,9990,0.006,0,0,0.885,0,0,0,0.097,0.007,0.005
Powercor,PC_STN,Shepparton,STN,927,9184,22263,0.017,0.002,0.002,0.949,0.018,0,0,0.006,0,0.006
Powercor,PC_SU,Sunshine,SU,52,28303,84057,0.459,0.02,0.222,0.019,0.021,0.001,0.043,0.117,0,0.099
Powercor,PC_TRG,Terang,TRG,2939,4759,9457,0.01,0,0,0.977,0,0,0,0.006,0.006,0.001
Powercor,PC_WBE,Werribee,WBE,249,35117,95153,0.144,0.011,0.003,0.525,0.008,0.001,0,0.264,0.001,0.044
Powercor,PC_WBL,Warrnambool,WBL,484,10003,21488,0.045,0.002,0.001,0.93,0.002,0,0.001,0.016,0,0.003
Powercor,PC_WIN,Winchelsea,WIN,1259,2704,6380,0.011,0,0,0.826,0,0,0,0.138,0.023,0.001
Powercor,PC_WND,Woodend,WND,2037,12375,27760,0.054,0,0,0.774,0,0,0,0.124,0.005,0.042
Powercor,PC_WPD,Waurn Ponds,WPD,571,30569,64548,0.132,0.002,0.003,0.519,0.01,0,0,0.308,0.001,0.024
SA Power Networks,SA_SSD102,Harrow 66/11kV,SSD102,6,5723,12403,0.85,0.014,0,0,0.021,0.001,0,0.114,0,0
SA Power Networks,SA_SSD104,Elizabeth Downs 66/11kV,SSD104,137,13638,33684,0.104,0.008,0,0.461,0.006,0,0,0.18,0.002,0.24
SA Power Networks,SA_SSD107,Clearview 66/11kV,SSD107,9,8563,19582,0.831,0.033,0.001,0,0.042,0.007,0,0.085,0,0
SA Power Networks,SA_SSD111,Port Stanvac 66/11kV,SSD111,23,9417,20459,0.421,0.022,0.412,0,0.019,0,0,0.127,0,0
SA Power Networks,SA_SSD115,Morphett Vale East 66/11kV,SSD115,37,13477,32289,0.407,0.02,0,0.292,0.022,0,0,0.184,0,0.075
SA Power Networks,SA_SSD116,North Unley 66/11kV,SSD116,3,4062,8215,0.723,0.131,0,0,0.012,0,0,0.133,0,0
SA Power Networks,SA_SSD118,Kent Town 66/11kV,SSD118,5,4982,9793,0.616,0.141,0,0,0.056,0.028,0,0.159,0,0
SA Power Networks,SA_SSD120,Clarendon 66/11kV,SSD120,75,768,2008,0.01,0,0,0.488,0,0,0,0.006,0.012,0.485
SA Power Networks,SA_SSD122,Waikerie 66/11kV,SSD122,1072,1540,3052,0.002,0,0,0.989,0,0,0,0.002,0.001,0.006
SA Power Networks,SA_SSD125,Blackpool 66/7.6kV,SSD125,12,5403,11742,0.486,0.025,0.262,0,0.038,0,0,0.176,0.013,0
SA Power Networks,SA_SSD126,Blackwood 66/11kV,SSD126,31,8855,22220,0.513,0.007,0,0.06,0.024,0.001,0,0.314,0,0.081
SA Power Networks,SA_SSD129,Parafield Gardens 66/11kV,SSD129,20,10742,28321,0.516,0.008,0.114,0,0.024,0,0,0.318,0,0.021
SA Power Networks,SA_SSD130,Holden Hill 66/11kV,SSD130,14,10191,24109,0.661,0.046,0.029,0,0.013,0.006,0,0.201,0.044,0
SA Power Networks,SA_SSD131,Plympton 66/11kV,SSD131,7,6332,13335,0.622,0.005,0.096,0,0.017,0,0.234,0.025,0,0
SA Power Networks,SA_SSD132,Port Adelaide North 66/11kV,SSD132,33,1724,3701,0.058,0.09,0.372,0,0,0,0.007,0.473,0,0
SA Power Networks,SA_SSD133,Whyalla City 33/11kV,SSD133,1429,5423,10492,0.008,0.005,0.002,0.944,0.001,0,0,0.04,0,0
SA Power Networks,SA_SSD137,Tonsley Park 66/11kV,SSD137,5,4070,8741,0.587,0.089,0.129,0,0.114,0.01,0,0.071,0,0
SA Power Networks,SA_SSD139,Athol Park 66/11kV,SSD139,6,4588,11931,0.532,0.075,0.33,0,0.018,0.001,0,0.044,0,0
SA Power Networks,SA_SSD140,Keith 33/11kV,SSD140,5671,1025,2082,0,0,0,0.756,0,0,0,0.242,0.001,0
SA Power Networks,SA_SSD145,Tea Tree Gully 66/11kV,SSD145,23,10880,26082,0.501,0.015,0.019,0.185,0.016,0,0,0.141,0,0.124
SA Power Networks,SA_SSD146,Croydon Park 66/11kV,SSD146,5,4921,11405,0.742,0.044,0.096,0,0.041,0,0,0.077,0,0
SA Power Networks,SA_SSD148,Burnside 66/11kV,SSD148,20,3277,7799,0.225,0,0,0.112,0.003,0,0,0.547,0,0.113
SA Power Networks,SA_SSD149,Henley South 66/11kV,SSD149,15,9451,20152,0.481,0.02,0.012,0,0.018,0,0.236,0.233,0,0
SA Power Networks,SA_SSD150,Angaston 33/11kV,SSD150,391,1985,4281,0.015,0.002,0,0.974,0.001,0,0,0.002,0,0.006
SA Power Networks,SA_SSD151,Murray Bridge South 33/11kV,SSD151,234,5148,10795,0.042,0.003,0,0.943,0.002,0,0,0.006,0,0.003
SA Power Networks,SA_SSD152,Ramco 66/11kV,SSD152,347,502,1005,0,0,0,0.989,0,0,0,0.006,0.003,0.001
SA Power Networks,SA_SSD154,Square Water Hole 66/11kV,SSD154,331,1148,2794,0.003,0,0,0.984,0,0,0,0.009,0.003,0
SA Power Networks,SA_SSD158,Naracoorte 33/11kV,SSD158,1860,3161,6995,0.007,0.003,0,0.944,0,0,0,0.04,0.001,0.005
SA Power Networks,SA_SSD164,Cummins 33/11kV,SSD164,3638,758,1757,0,0,0,0.975,0,0,0,0.024,0,0
SA Power Networks,SA_SSD166,Glossop 66/11kV,SSD166,121,895,2034,0.025,0,0,0.571,0.001,0,0,0.198,0,0.205
SA Power Networks,SA_SSD169,Yorketown 33/11kV,SSD169,599,731,1137,0.002,0,0,0.947,0,0,0,0.001,0.05,0
SA Power Networks,SA_SSD171A,Yankalilla 66/11kV,SSD171,544,3109,3981,0.011,0.005,0,0.843,0,0,0,0.138,0,0.003
SA Power Networks,SA_SSD172,Ascot Park 66/11kV,SSD172,7,9545,19170,0.874,0.017,0.029,0,0.023,0.001,0,0.056,0,0
SA Power Networks,SA_SSD177,Ingle Farm 66/11kV,SSD177,17,12290,29158,0.701,0.012,0.093,0,0.043,0,0,0.151,0,0
SA Power Networks,SA_SSD178,Lobethal 33/11kV,SSD178,131,1663,4247,0.023,0,0,0.866,0,0,0,0.107,0,0.004
SA Power Networks,SA_SSD179,Lower Mitcham 66/11kV,SSD179,6,5466,13064,0.921,0.022,0,0,0.035,0,0,0.022,0,0
SA Power Networks,SA_SSD183,Elizabeth Heights 66/11kV,SSD183,24,6989,16970,0.343,0.011,0.001,0.062,0.011,0,0,0.114,0.04,0.418
SA Power Networks,SA_SSD184,Virginia 66/11kV,SSD184,117,652,1712,0.017,0,0,0.622,0,0,0,0.318,0,0.042
SA Power Networks,SA_SSD186,Mallala 33/11kV,SSD186,562,1189,2340,0.008,0,0,0.945,0,0,0,0.044,0,0.003
SA Power Networks,SA_SSD187,Port Augusta 33/11kV,SSD187,34,3231,6889,0.154,0.012,0.181,0.313,0.009,0.002,0,0.153,0,0.175
SA Power Networks,SA_SSD191,Clare Substation 33/11kV,SSD191,555,2287,4772,0.012,0.001,0,0.98,0,0,0,0.001,0,0.005
SA Power Networks,SA_SSD195,Mount Gambier West 33/11kV,SSD195,372,2811,6542,0.021,0.006,0.001,0.937,0.001,0,0,0.013,0.001,0.02
SA Power Networks,SA_SSD196,Port Lincoln City 33/11kV,SSD196,581,4008,8552,0.088,0,0.001,0.356,0,0,0,0.453,0,0.102
SA Power Networks,SA_SSD197,Penola 33/11kV,SSD197,680,833,1720,0.005,0,0,0.957,0,0,0,0.038,0,0
SA Power Networks,SA_SSD198,Millicent 33/11kV,SSD198,356,2558,5187,0.017,0.004,0,0.763,0.001,0,0,0.154,0.029,0.032
SA Power Networks,SA_SSD200,Keswick 66/11kV,SSD200,6,5037,10491,0.488,0.131,0.157,0,0.004,0.003,0,0.194,0,0.023
SA Power Networks,SA_SSD201,Maitland 33/11kV,SSD201,1091,1563,2089,0.016,0.001,0,0.963,0,0,0,0.02,0,0
SA Power Networks,SA_SSD206,Lameroo 33/11kV,SSD206,3237,536,1054,0.001,0,0,0.742,0,0,0,0.257,0,0
SA Power Networks,SA_SSD214,Findon 66/11kV,SSD214,5,4654,10371,0.8,0.04,0.003,0,0.021,0.009,0,0.126,0,0
SA Power Networks,SA_SSD216,Oaklands 66/11kV,SSD216,11,11778,25272,0.825,0.033,0.025,0,0.055,0.004,0,0.058,0,0
SA Power Networks,SA_SSD217,Whyalla Stuart 33/11kV,SSD217,210,5728,11251,0.037,0.006,0,0.905,0.002,0,0,0.05,0,0
SA Power Networks,SA_SSD218,Woodside 33/11kV,SSD218,167,2193,5290,0.025,0.002,0,0.922,0,0,0,0.017,0,0.035
SA Power Networks,SA_SSD219,Port Pirie South 33/11kV,SSD219,551,6916,14171,0.019,0.004,0.003,0.716,0.002,0,0,0.219,0.003,0.035
SA Power Networks,SA_SSD224,Bordertown 33/11kV,SSD224,2438,1973,4356,0.01,0,0,0.988,0,0,0,0.001,0,0
SA Power Networks,SA_SSD226,Glanville 66/7.6kV,SSD226,5,4992,9878,0.784,0.004,0.009,0,0.02,0.002,0,0.151,0.031,0
SA Power Networks,SA_SSD227,Queenstown 66/7.6kV,SSD227,5,4526,9622,0.642,0.142,0.03,0,0.01,0,0.009,0.138,0.029,0
SA Power Networks,SA_SSD230,Evanston 66/11kV,SSD230,140,10394,23856,0.108,0.002,0.003,0.73,0.006,0,0,0.011,0,0.139
SA Power Networks,SA_SSD231,Glenelg North 66/11kV,SSD231,6,4877,9532,0.554,0.006,0.021,0,0.039,0,0.181,0.183,0.018,0
SA Power Networks,SA_SSD234,Port Noarlunga 66/11kV,SSD234,41,9964,22288,0.239,0.02,0.015,0.537,0.008,0.001,0.001,0.18,0,0
SA Power Networks,SA_SSD235,Loxton 66/11kV,SSD235,422,1081,2465,0.005,0.001,0.002,0.851,0.001,0,0,0.121,0.002,0.016
SA Power Networks,SA_SSD237,Hahndorf 66/11kV,SSD237,34,1229,3049,0.068,0.005,0.012,0.89,0.001,0,0,0.016,0,0.008
SA Power Networks,SA_SSD238,Milang 66/11kV,SSD238,496,1045,1533,0.008,0,0,0.501,0,0,0,0.001,0.489,0
SA Power Networks,SA_SSD241B,Uraidla 66/11kV,SSD241,55,1471,3741,0.039,0,0,0.378,0,0,0,0.062,0,0.521
SA Power Networks,SA_SSD246,Aldgate 33/11kV,SSD246,17,2522,6287,0.474,0.001,0,0.066,0.016,0,0,0.168,0,0.275
SA Power Networks,SA_SSD247,Nairne 33/11kV,SSD247,50,2775,7166,0.072,0.002,0,0.802,0.001,0,0,0.031,0,0.093
SA Power Networks,SA_SSD248,Meadows 66/11kV,SSD248,296,1890,4594,0.012,0,0,0.932,0,0,0,0.04,0.005,0.01
SA Power Networks,SA_SSD250,Strathalbyn 66/11kV,SSD250,257,3361,7777,0.049,0.001,0.001,0.933,0.001,0,0,0.003,0,0.012
SA Power Networks,SA_SSD259,Pyap 66/11kV,SSD259,3403,1820,3647,0.007,0,0,0.945,0,0,0,0.047,0,0
SA Power Networks,SA_SSD260,Smithfield West 66/11kV,SSD260,13,6183,16665,0.481,0.022,0,0.439,0.009,0,0,0.048,0,0
SA Power Networks,SA_SSD261,Meningie 33/11kV,SSD261,1102,629,1113,0.002,0.001,0,0.698,0,0,0,0.067,0.23,0.001
SA Power Networks,SA_SSD263B,Cleve 66/11kV,SSD263,2794,728,1301,0.001,0.001,0,0.783,0,0,0,0.069,0,0.146
SA Power Networks,SA_SSD265,Caralue 66/11kV,SSD265,8622,572,1034,0,0,0,0.777,0,0,0,0.089,0,0.133
SA Power Networks,SA_SSD273,Angle Vale 66/11kV,SSD273,170,2957,8191,0.072,0,0,0.825,0.001,0,0,0,0,0.102
SA Power Networks,SA_SSD277,Port Broughton 33/11kV,SSD277,323,1313,1450,0.004,0.001,0,0.951,0,0,0,0.042,0,0.002
SA Power Networks,SA_SSD294,Nuriootpa 33/11kV,SSD294,28,2693,5959,0.166,0.081,0,0.676,0.018,0,0,0.02,0,0.038
SA Power Networks,SA_SSD304,Wallaroo 33/11kV,SSD304,110,2792,3935,0.08,0.004,0.02,0.869,0,0.001,0,0.025,0.001,0
SA Power Networks,SA_SSD305,Kadina 33/11kV,SSD305,473,2472,5241,0.016,0.002,0,0.948,0,0,0,0.03,0,0.004
SA Power Networks,SA_SSD308,Minlaton 33/11kV,SSD308,318,874,1271,0.008,0,0,0.986,0,0,0,0.005,0,0
SA Power Networks,SA_SSD315,Moonta 33/11kV,SSD315,315,3332,4665,0.026,0,0.001,0.849,0,0,0,0.108,0,0.015
SA Power Networks,SA_SSD317,Myponga 66/11kV,SSD317,231,1609,3182,0.008,0,0,0.977,0,0,0,0.002,0.012,0
SA Power Networks,SA_SSD324,MacGillivray 33/11kV,SSD324,3661,834,1388,0.002,0,0,0.641,0,0,0,0.333,0,0.024
SA Power Networks,SA_SSD325,Port Lincoln Docks 33/11kV,SSD325,90,753,1748,0.154,0.008,0,0.786,0,0,0,0.014,0,0.037
SA Power Networks,SA_SSD326,Mount Gambier 33/11kV,SSD326,388,7331,16489,0.027,0.001,0.005,0.897,0.001,0,0,0.058,0.001,0.011
SA Power Networks,SA_SSD332,Allendale East 33/11kV,SSD332,308,1094,1734,0.007,0,0,0.968,0,0,0,0.025,0,0.001
SA Power Networks,SA_SSD333A,Port Augusta West TF1 33/11kV,SSD333,245,2181,4116,0.03,0.004,0,0.835,0.001,0,0.013,0.073,0,0.044
SA Power Networks,SA_SSD336,Streaky Bay 66/11kV,SSD336,2179,1118,1656,0.011,0,0,0.979,0,0,0,0.009,0,0.001
SA Power Networks,SA_SSD337,Ceduna 66/11kV,SSD337,11660,2335,3656,0.004,0,0.038,0.567,0,0,0,0.324,0,0.067
SA Power Networks,SA_SSD340,Goolwa 66/11kV,SSD340,207,7155,9145,0.064,0.011,0.002,0.443,0.001,0,0,0.09,0.199,0.19
SA Power Networks,SA_SSD341,Norwood 66/11kV,SSD341,14,16063,33757,0.815,0.051,0.014,0,0.048,0.002,0,0.069,0,0
SA Power Networks,SA_SSD344,Port Adelaide 66/7.6kV,SSD344,3,2799,5582,0.613,0.176,0.054,0,0.01,0,0.025,0.105,0.017,0
SA Power Networks,SA_SSD347,New Richmond 66/11kV,SSD347,8,6961,14974,0.629,0.08,0.074,0,0.015,0,0.144,0.057,0,0
SA Power Networks,SA_SSD349,Seacombe 66/11kV,SSD349,24,13272,29680,0.56,0.017,0.07,0,0.037,0.005,0,0.262,0,0.049
SA Power Networks,SA_SSD350,Kingswood 66/11kV,SSD350,14,10578,24848,0.69,0.017,0,0.068,0.142,0.005,0,0.066,0,0.012
SA Power Networks,SA_SSD353,Hindley Street 66/11kV,SSD353,2,1427,4019,0.064,0.488,0,0,0.062,0.047,0,0.339,0,0
SA Power Networks,SA_SSD355,Croydon 66/11kV,SSD355,7,6549,14095,0.722,0.07,0.142,0,0.016,0,0,0.049,0,0
SA Power Networks,SA_SSD362,Lyndoch 33/11kV,SSD362,56,796,1990,0.032,0.001,0,0.928,0.001,0,0,0.038,0,0
SA Power Networks,SA_SSD365A,Cheltenham 66/11kV,SSD365,4,3684,8176,0.724,0.013,0.18,0,0.037,0.008,0,0.038,0,0
